loanNumber,purpose,strata,clientId,dateOfBirth,cycle,province,district,submissionDate,approvalDate,disbursementDate,appliedAmount,approvedAmount,disbursedAmount,loanType,termsDuration,actualPaymentAmount,principalPaid,interestPaid,insuranceFeePaid,totalLateFeesPaid,excessAmountPaid,interestWaived,currentBalance,principalBalance,interestBalance,feesBalance,amountPastDue,principalPastDue,interestPastDue,feesPastDue,scheduledPrincipalAmount,scheduledInterestAmount,scheduledFeesAmount,scheduledPaymentAmount,lastPaymentAmount,lastPrincipalAmount,lastInterestAmount,lastFeesAmount,lastLateFeesAmount,lastExcessAmount,daysInArrears,installmentInArrears,lastPaymentDate,loanStatus,industrySectorOfActivity,businessSubSector,countrySpecific,country_code
LN-RW-2022-622704,Stock purchase,host,RW-RW-2024-S2-U02758,2003-11-13,1,Eastern,Nyarugenge,2022-08-06,2022-08-17,2022-08-24,1825.62,1909.35,1861.87,Asset Finance,9,774.36,602.11,107.42,2.77,0.0,62.06,0.0,1557.2,1259.76,283.59,70.36,0.0,0.0,0.0,0.0,206.87,43.45,7.82,258.14,193.34,122.15,56.04,14.58,0.0,0.57,0,0,2022-10-20,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2022-873524,Emergency,refugee,ET-ET-2019-S3-U03523,2001-04-12,2,Tigray,Yeka,2022-06-01,2022-07-01,2022-07-14,271.19,215.95,194.58,Inventory Loan,12,124.09,108.52,13.54,0.74,0.0,1.29,0.0,109.18,86.06,14.97,8.78,0.0,0.0,0.0,0.0,16.21,2.38,0.73,19.32,18.37,11.18,4.23,1.75,0.0,1.21,0,0,2022-08-27,active,Professional Services,Consulting,Ethiopia,ET
LN-SS-2024-772347,Rent/Utilities,host,SS-SS-2025-S2-U03365,1999-01-21,1,Eastern Equatoria,Torit,2024-09-02,2024-09-12,2024-09-14,237.32,194.05,193.49,Emergency Loan,24,76.17,57.44,9.01,1.12,0.0,8.6,0.0,148.32,136.05,16.08,2.62,0.0,0.0,0.0,0.0,10.0,1.05,0.11,11.15,8.48,6.33,0.86,0.33,0.0,0.96,0,0,2024-10-05,active,Professional Services,Hair Salon,South Sudan,SS
LN-RW-2022-514798,Equipment,refugee,RW-RW-2020-S1-U02691,2002-06-13,2,Northern,Gasabo,2022-03-23,2022-03-31,2022-04-10,695.82,714.52,650.85,Seasonal Loan,3,222.87,163.0,25.29,3.24,0.0,31.34,0.0,546.31,487.85,56.6,25.24,0.0,0.0,0.0,0.0,216.95,27.3,8.41,252.66,356.85,233.78,49.61,21.18,0.0,52.28,0,0,2022-05-25,active,Agriculture,Vegetables,Rwanda,RW
LN-SS-2023-376639,Expansion,refugee,SS-SS-2018-S1-U02848,1980-03-12,3,Western Equatoria,Torit,2023-11-10,2023-12-06,2023-12-06,261.77,222.59,220.09,Asset Finance,6,114.69,89.56,13.19,1.27,0.0,10.67,0.0,147.74,130.53,17.75,8.5,0.0,0.0,0.0,0.0,36.68,5.16,1.42,43.25,35.06,27.49,10.5,2.41,0.0,0.0,0,0,2024-03-31,active,Agriculture,Grains,South Sudan,SS
LN-SS-2026-318893,Stock purchase,host,SS-SS-2025-S2-U04278,1995-05-23,2,Central Equatoria,Torit,2026-07-02,2026-07-15,2026-07-24,363.96,284.17,276.48,Seasonal Loan,9,218.56,155.44,25.77,0.59,3.63,33.14,0.0,117.73,121.04,25.01,4.5,17.66,12.1,2.5,0.45,30.72,5.64,0.9,37.27,35.67,19.67,6.02,2.46,1.64,5.88,22,2,2026-09-18,active,Personal Services,Cleaning,South Sudan,SS
LN-RW-2026-766811,Equipment,refugee,RW-RW-2023-S3-U04298,1989-12-04,2,Southern,Rwamagana,2026-04-29,2026-05-19,2026-05-20,472.26,448.59,434.34,Working Capital,24,323.35,267.34,27.97,2.9,3.58,21.57,0.0,168.8,167.0,18.41,3.45,25.32,16.7,1.84,0.34,18.1,1.93,0.29,20.32,26.43,17.9,4.67,0.88,0.99,1.99,11,1,2026-08-03,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2022-443455,Rent/Utilities,host,RW-RW-2025-S3-U02047,2003-04-28,1,Northern,Rubavu,2022-05-25,2022-06-14,2022-06-26,148.75,142.81,141.92,Working Capital,12,78.03,58.91,13.27,1.2,1.16,3.49,0.0,96.2,83.01,14.73,0.46,14.43,8.3,1.47,0.05,11.83,2.33,0.14,14.3,15.53,12.39,4.01,0.41,0.52,0.0,5,3,2022-08-07,active,Construction,Paint,Rwanda,RW
LN-SS-2022-505995,Working capital,refugee,SS-SS-2025-S1-U03688,1984-11-21,2,Central Equatoria,Torit,2022-11-26,2022-12-24,2022-12-27,665.15,659.6,626.87,Emergency Loan,3,522.88,435.05,80.58,1.22,0.0,6.03,0.0,249.81,191.82,34.41,29.03,0.0,0.0,0.0,0.0,208.96,38.33,9.68,256.97,278.05,174.22,92.88,5.29,0.0,5.65,0,0,2023-03-18,active,Agriculture,Dairy,South Sudan,SS
LN-KE-2026-152411,Expansion,host,KE-KE-2019-S1-U01275,1990-05-11,2,Rift Valley,Kajiado,2026-03-16,2026-03-21,2026-03-25,802.47,717.9,662.72,Emergency Loan,6,362.32,287.69,46.86,0.62,0.0,27.13,0.0,429.09,375.03,59.42,21.04,0.0,0.0,0.0,0.0,110.45,17.71,3.51,131.67,159.6,134.31,21.67,4.34,0.0,0.0,0,0,2026-08-22,active,Professional Services,Tailoring,Kenya,KE
LN-RW-2019-218766,Working capital,host,RW-RW-2024-S3-U02304,1988-08-23,2,Southern,Nyarugenge,2019-09-01,2019-09-20,2019-09-22,673.36,657.24,605.65,Working Capital,18,813.68,529.63,172.31,2.96,0.0,108.78,0.0,0.0,76.02,0.0,18.62,0.0,0.0,0.0,0.0,33.65,9.57,1.03,44.25,47.76,34.79,13.83,2.32,0.0,0.0,0,0,2020-01-20,closed,Personal Services,Childcare,Rwanda,RW
LN-SS-2019-883761,Rent/Utilities,host,SS-SS-2025-S2-U01256,1995-09-11,3,Central Equatoria,Torit,2019-10-25,2019-11-23,2019-11-24,605.56,536.85,503.39,Working Capital,3,350.39,246.81,67.95,2.64,0.0,32.99,0.0,307.46,256.58,57.15,24.4,0.0,0.0,0.0,0.0,167.8,41.7,8.13,217.63,124.68,81.62,30.59,9.92,0.0,2.56,0,0,2019-12-28,active,Manufacturing,Crafts,South Sudan,SS
LN-ET-2023-690877,Expansion,host,ET-ET-2026-S2-U02294,2005-03-01,3,Oromia,Yeka,2023-01-26,2023-02-23,2023-02-27,893.17,721.84,675.84,Inventory Loan,6,774.14,675.84,54.74,7.78,6.14,29.64,0.0,4.28,0.0,12.97,20.91,0.64,0.0,1.3,2.09,112.64,11.28,4.51,128.43,78.04,56.76,14.93,3.25,2.55,0.55,7,1,2023-05-10,closed,Manufacturing,Crafts,Ethiopia,ET
LN-KE-2021-401360,Expansion,host,KE-KE-2026-S1-U01528,1999-05-30,3,Western,Kajiado,2021-06-07,2021-06-13,2021-06-25,673.54,636.72,632.13,Emergency Loan,3,233.59,156.88,36.96,1.4,0.0,38.35,0.0,588.43,475.24,118.84,29.17,0.0,0.0,0.0,0.0,210.71,51.93,9.72,272.37,358.47,268.46,79.84,2.1,0.0,8.06,0,0,2021-09-17,active,Hospitality and Tourism,Restaurant,Kenya,KE
LN-RW-2024-843875,Stock purchase,host,RW-RW-2018-S3-U02387,1995-11-12,2,Southern,Rubavu,2024-01-01,2024-01-02,2024-01-06,100.0,103.38,95.76,Emergency Loan,9,34.76,26.91,4.11,0.32,1.18,2.24,0.0,77.95,68.86,9.56,1.07,11.69,6.89,0.96,0.11,10.64,1.52,0.25,12.41,16.59,13.49,2.03,0.54,0.29,0.25,11,2,2024-02-02,active,Hospitality and Tourism,Lodging,Rwanda,RW
LN-RW-2019-717920,Equipment,refugee,RW-RW-2020-S1-U01824,1995-02-02,4,Southern,Nyarugenge,2019-02-04,2019-02-09,2019-02-17,320.82,328.36,301.25,Working Capital,9,226.34,163.64,43.85,2.6,0.0,16.26,0.0,179.71,137.61,43.29,13.01,0.0,0.0,0.0,0.0,33.47,9.68,1.45,44.6,21.05,12.8,6.99,0.66,0.0,0.59,0,0,2019-07-03,active,Professional Services,Consulting,Rwanda,RW
LN-KE-2026-302496,Stock purchase,host,KE-KE-2019-S2-U02783,1982-11-25,3,Nairobi,Kajiado,2026-06-25,2026-07-05,2026-07-11,581.29,478.58,456.54,Asset Finance,6,176.03,157.94,12.78,1.03,0.0,4.28,0.0,343.65,298.6,27.37,19.94,0.0,0.0,0.0,0.0,76.09,6.69,3.32,86.1,84.11,64.18,19.27,2.96,0.0,0.0,0,0,2026-08-04,active,Retail & Trade,Grocery,Kenya,KE
LN-KE-2026-393300,Stock purchase,host,KE-KE-2019-S1-U01797,1990-01-26,2,Coast,Nairobi,2026-07-28,2026-08-08,2026-08-16,284.74,246.07,243.99,Emergency Loan,9,206.07,163.57,22.54,2.45,0.0,17.5,0.0,91.13,80.42,17.23,9.9,0.0,0.0,0.0,0.0,27.11,4.42,1.1,32.63,29.36,23.98,7.47,1.0,0.0,0.0,0,0,2026-09-06,active,Hospitality and Tourism,Coffee Shop,Kenya,KE
LN-SS-2022-997069,Emergency,refugee,SS-SS-2020-S2-U01331,1995-03-28,4,Central Equatoria,Juba,2022-06-14,2022-06-26,2022-07-08,486.21,435.77,398.44,Asset Finance,3,73.49,53.37,13.62,0.94,4.71,0.86,0.0,430.85,345.07,72.77,8.36,64.63,34.51,7.28,0.84,132.81,28.8,4.35,165.96,167.28,118.26,38.16,1.95,2.26,6.64,58,2,2022-09-02,defaulted,Agriculture,Grains,South Sudan,SS
LN-RW-2019-753695,Emergency,host,RW-RW-2019-S1-U01867,1965-01-09,3,Northern,Rubavu,2019-01-17,2019-01-26,2019-01-31,100.0,101.73,94.72,Working Capital,6,57.26,43.84,4.01,0.72,1.88,6.81,0.65,50.31,50.88,4.13,0.82,7.55,5.09,0.41,0.08,15.79,1.47,0.45,17.7,24.81,19.07,4.3,1.35,0.23,0.0,49,2,2019-03-02,restructured,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2021-185401,Working capital,host,RW-RW-2026-S1-U00263,2003-10-27,2,Western,Gasabo,2021-08-27,2021-08-28,2021-09-07,827.29,865.45,837.34,Working Capital,12,490.93,414.35,68.87,5.78,0.0,1.92,0.0,536.65,422.99,79.01,30.26,0.0,0.0,0.0,0.0,69.78,12.32,2.52,84.62,69.87,46.8,22.86,2.9,0.0,0.0,0,0,2021-11-18,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2023-778266,Emergency,host,ET-ET-2020-S2-U01130,1976-03-03,2,Tigray,Kirkos,2023-04-03,2023-04-24,2023-04-27,800.45,817.4,746.93,Emergency Loan,24,864.05,655.82,81.01,11.91,0.0,115.3,0.0,0.0,91.11,3.78,12.06,0.0,0.0,0.0,0.0,31.12,3.53,0.5,35.16,38.45,30.06,9.7,1.51,0.0,0.0,0,0,2023-07-02,closed,Professional Services,Tailoring,Ethiopia,ET
LN-RW-2026-370412,Emergency,refugee,RW-RW-2021-S3-U01957,1992-09-21,1,Kigali City,Gasabo,2026-09-08,2026-10-08,2026-10-18,193.93,175.72,160.96,Seasonal Loan,18,89.24,69.92,7.7,0.22,0.0,11.4,0.0,97.19,91.04,13.62,3.7,0.0,0.0,0.0,0.0,10.0,1.18,0.21,11.39,12.81,10.24,2.41,0.62,0.0,0.0,0,0,2027-02-15,active,Personal Services,Childcare,Rwanda,RW
LN-RW-2026-474254,Stock purchase,refugee,RW-RW-2019-S2-U00548,1975-11-01,1,Southern,Huye,2026-04-04,2026-04-22,2026-04-27,242.03,186.57,168.58,Emergency Loan,18,90.71,75.34,8.61,1.54,0.0,5.22,0.0,102.91,93.24,8.11,5.04,0.0,0.0,0.0,0.0,10.0,1.0,0.28,11.28,10.29,8.64,1.21,0.76,0.0,0.0,0,0,2026-07-20,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2019-544656,Expansion,host,ET-ET-2020-S2-U04376,1987-11-02,3,SNNPR,Bole,2019-10-26,2019-11-01,2019-11-12,100.0,100.0,98.22,Asset Finance,3,31.48,21.84,3.43,0.51,0.0,5.7,0.0,89.37,76.39,14.06,3.19,0.0,0.0,0.0,0.0,32.74,5.83,1.06,39.64,34.48,22.21,8.84,2.59,0.0,0.84,0,0,2020-02-04,active,Agriculture,Grains,Ethiopia,ET
LN-RW-2020-248865,Equipment,host,RW-RW-2018-S3-U02592,1997-09-22,4,Southern,Musanze,2020-02-24,2020-03-08,2020-03-19,926.25,850.16,804.37,Asset Finance,18,657.36,546.85,115.03,2.36,0.0,0.0,0.0,340.9,257.52,45.91,29.37,0.0,0.0,0.0,0.0,44.69,8.94,1.63,55.26,53.81,44.86,7.53,2.18,0.0,0.0,0,0,2020-07-23,active,Personal Services,Laundry,Rwanda,RW
LN-RW-2022-211018,Equipment,host,RW-RW-2021-S1-U03419,1988-06-15,1,Western,Musanze,2022-05-07,2022-05-15,2022-05-15,340.78,346.18,332.55,Asset Finance,3,392.0,292.42,44.8,5.61,1.64,47.54,0.0,5.9,40.14,4.32,8.9,0.89,4.01,0.43,0.89,110.85,16.37,3.51,130.74,108.61,87.65,37.28,6.83,1.04,0.0,11,1,2022-07-23,closed,Agriculture,Dairy,Rwanda,RW
LN-RW-2022-936060,Equipment,refugee,RW-RW-2021-S1-U04374,1988-02-13,3,Eastern,Rubavu,2022-11-10,2022-11-16,2022-11-16,281.88,293.19,282.44,Seasonal Loan,9,185.17,162.62,20.06,1.33,1.19,0.0,0.0,141.92,119.82,19.01,2.05,21.29,11.98,1.9,0.2,31.38,4.34,0.36,36.08,44.6,26.94,13.02,0.12,1.1,3.41,14,3,2022-12-20,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2021-148679,Equipment,host,RW-RW-2019-S1-U00893,1998-07-11,2,Northern,Gasabo,2021-07-10,2021-07-23,2021-07-23,219.73,213.37,211.41,Working Capital,9,86.53,81.17,7.18,1.13,0.0,0.0,0.0,148.96,130.24,10.62,3.21,0.0,0.0,0.0,0.0,23.49,1.98,0.36,25.83,22.15,13.52,5.93,0.05,0.0,2.64,0,0,2022-03-20,active,Transport,Logistics,Rwanda,RW
LN-ET-2023-341440,Rent/Utilities,refugee,ET-ET-2021-S2-U00464,2003-03-31,3,SNNPR,Kirkos,2023-12-05,2023-12-17,2023-12-27,289.77,255.46,253.63,Seasonal Loan,6,336.25,222.49,74.06,3.79,0.0,35.91,0.0,3.34,31.14,0.0,8.07,0.0,0.0,0.0,0.0,42.27,12.34,1.35,55.96,48.68,36.03,15.99,0.29,0.0,0.0,0,0,2024-04-09,closed,Professional Services,Consulting,Ethiopia,ET
LN-KE-2020-579234,Expansion,host,KE-KE-2021-S1-U01479,1990-08-09,2,Nairobi,Kajiado,2020-06-01,2020-06-05,2020-06-07,616.57,642.83,625.29,Working Capital,6,254.89,178.2,39.76,1.2,7.49,28.25,0.0,558.81,447.1,125.67,11.66,83.82,44.71,12.57,1.17,104.22,27.57,3.19,134.98,145.02,98.57,29.95,9.57,1.67,5.26,42,3,2020-09-27,defaulted,Agriculture,Dairy,Kenya,KE
LN-RW-2020-224489,Stock purchase,host,RW-RW-2018-S3-U00862,1984-08-27,3,Northern,Rwamagana,2020-01-24,2020-02-16,2020-02-17,378.23,329.14,303.56,Asset Finance,12,403.16,269.62,72.86,4.03,0.0,56.65,0.0,0.0,33.95,13.66,7.66,0.0,0.0,0.0,0.0,25.3,7.21,0.64,33.14,21.91,13.02,6.66,0.29,0.0,1.94,0,0,2020-03-08,closed,Personal Services,Cleaning,Rwanda,RW
LN-ET-2024-412978,Equipment,refugee,ET-ET-2022-S2-U02874,1986-12-10,1,Amhara,Hawassa,2024-04-18,2024-04-29,2024-05-04,470.21,481.56,474.7,Inventory Loan,12,221.4,167.2,44.83,3.17,0.0,6.19,0.0,391.25,307.49,74.81,9.53,0.0,0.0,0.0,0.0,39.56,9.97,0.79,50.32,59.59,35.19,19.81,2.38,0.0,2.2,0,0,2024-06-18,active,Agriculture,Grains,Ethiopia,ET
LN-SS-2024-831933,Stock purchase,host,SS-SS-2021-S3-U03893,1988-06-10,3,Eastern Equatoria,Juba,2024-06-23,2024-07-21,2024-07-25,171.51,149.3,136.22,Asset Finance,3,118.98,96.44,14.81,1.51,0.0,6.22,0.0,45.35,39.78,4.64,6.57,0.0,0.0,0.0,0.0,45.41,6.48,2.19,54.08,45.18,25.24,7.35,4.08,0.0,8.51,0,0,2024-09-01,active,Agriculture,Grains,South Sudan,SS
LN-SS-2020-770571,Equipment,host,SS-SS-2026-S1-U02692,1997-04-02,1,Central Equatoria,Juba,2020-07-17,2020-08-05,2020-08-08,185.86,151.61,148.6,Seasonal Loan,24,114.96,86.23,22.52,0.84,0.0,5.36,0.0,79.93,62.37,19.47,2.86,0.0,0.0,0.0,0.0,10.0,1.75,0.12,11.87,11.42,9.38,2.12,0.36,0.0,0.0,0,0,2020-10-27,active,Personal Services,Cleaning,South Sudan,SS
LN-ET-2025-263971,Rent/Utilities,host,ET-ET-2025-S1-U00992,1982-03-03,3,Addis Ababa,Yeka,2025-01-15,2025-02-03,2025-02-08,177.47,138.64,131.78,Seasonal Loan,6,98.61,73.37,22.17,0.58,0.0,2.49,0.0,74.09,58.41,13.36,4.38,0.0,0.0,0.0,0.0,21.96,5.92,0.73,28.61,30.02,22.78,5.34,0.82,0.0,1.08,0,0,2025-04-18,active,Agriculture,Poultry,Ethiopia,ET
LN-SS-2025-886760,Stock purchase,host,SS-SS-2025-S2-U00317,1984-06-18,1,Central Equatoria,Torit,2025-04-19,2025-05-15,2025-05-18,235.81,224.24,211.01,Inventory Loan,3,157.2,120.98,24.19,0.71,0.0,11.31,0.0,97.33,90.03,13.21,4.97,0.0,0.0,0.0,0.0,70.34,12.47,1.66,84.46,86.32,64.32,11.43,4.97,0.0,5.61,0,0,2025-07-17,active,Construction,Carpentry,South Sudan,SS
LN-RW-2026-292862,Emergency,host,RW-RW-2025-S3-U03434,1990-12-27,5,Southern,Nyarugenge,2026-06-17,2026-07-10,2026-07-17,695.49,603.92,549.0,Inventory Loan,18,721.2,521.81,150.79,6.14,0.0,42.46,0.0,10.01,27.2,5.67,19.52,0.0,0.0,0.0,0.0,30.5,8.69,1.08,40.28,32.6,21.23,6.44,1.47,0.0,3.45,0,0,2026-09-05,closed,Retail & Trade,Phone Accessories,Rwanda,RW
LN-KE-2022-570051,Working capital,host,KE-KE-2018-S2-U04746,1983-06-22,3,Western,Kisumu,2022-02-04,2022-03-01,2022-03-02,989.58,945.82,930.03,Inventory Loan,12,123.66,93.55,16.86,1.9,12.87,0.0,0.0,980.53,836.48,121.15,6.3,147.08,83.65,12.11,0.63,77.5,11.5,1.6,90.6,85.78,51.26,20.1,2.97,3.57,7.88,32,2,2022-04-28,defaulted,Personal Services,Cleaning,Kenya,KE
LN-SS-2019-187945,Emergency,host,SS-SS-2021-S2-U00428,1975-03-05,2,Central Equatoria,Juba,2019-07-15,2019-07-16,2019-07-17,675.16,527.77,507.36,Inventory Loan,18,611.92,440.94,68.07,8.43,0.0,94.47,0.0,0.0,66.41,10.23,5.86,0.0,0.0,0.0,0.0,28.19,4.35,0.33,32.86,20.61,15.48,3.67,0.98,0.0,0.48,0,0,2019-12-18,closed,Retail & Trade,Phone Accessories,South Sudan,SS
LN-RW-2024-613092,Equipment,refugee,RW-RW-2023-S2-U00101,1988-12-26,2,Kigali City,Rubavu,2024-11-09,2024-11-12,2024-11-19,622.88,533.02,484.72,Seasonal Loan,9,237.92,170.39,41.44,2.1,0.0,23.99,0.0,377.68,314.33,69.3,14.71,0.0,0.0,0.0,0.0,53.86,12.3,1.63,67.8,76.06,62.34,8.54,4.9,0.0,0.28,0,0,2025-04-30,active,Agriculture,Dairy,Rwanda,RW
LN-RW-2025-473412,Rent/Utilities,refugee,RW-RW-2018-S2-U03477,1980-12-30,2,Northern,Kicukiro,2025-10-10,2025-10-12,2025-10-23,184.06,168.71,158.14,Seasonal Loan,12,86.24,74.28,5.81,0.27,0.0,5.87,0.0,90.95,83.86,9.25,3.43,0.0,0.0,0.0,0.0,13.18,1.25,0.29,14.72,16.74,12.95,2.65,0.29,0.0,0.84,0,0,2026-03-07,active,Professional Services,Consulting,Rwanda,RW
LN-SS-2020-431991,Stock purchase,refugee,SS-SS-2022-S3-U04207,1991-08-01,3,Western Equatoria,Yambio,2020-02-19,2020-02-25,2020-03-07,1037.92,1046.45,977.28,Asset Finance,12,343.23,282.31,47.1,2.16,0.0,11.66,0.0,833.3,694.97,116.57,28.18,0.0,0.0,0.0,0.0,81.44,13.64,2.35,97.43,132.33,98.96,20.12,6.13,0.0,7.11,0,0,2020-08-22,active,ICT,Mobile Money,South Sudan,SS
LN-RW-2024-937377,Working capital,refugee,RW-RW-2021-S1-U00496,1989-04-14,4,Western,Rubavu,2024-06-01,2024-06-20,2024-07-02,265.63,241.6,222.44,Inventory Loan,9,161.88,137.64,16.49,0.15,0.0,7.6,0.0,91.05,84.8,11.47,2.3,0.0,0.0,0.0,0.0,24.72,3.11,0.26,28.08,31.03,19.17,6.3,0.77,0.0,4.79,0,0,2024-12-17,active,Transport,Taxi,Rwanda,RW
LN-KE-2025-209831,Rent/Utilities,host,KE-KE-2018-S1-U00747,1999-06-28,2,Rift Valley,Mombasa,2025-02-17,2025-02-22,2025-02-28,522.12,454.94,446.57,Working Capital,12,26.74,20.99,2.78,0.43,1.85,0.7,0.0,504.89,425.58,69.25,2.67,75.73,42.56,6.93,0.27,37.21,6.0,0.38,43.59,65.43,47.39,12.9,1.13,0.19,3.82,43,2,2025-09-05,defaulted,Construction,Carpentry,Kenya,KE
LN-SS-2020-445187,Working capital,host,SS-SS-2025-S3-U02241,1978-09-28,4,Western Equatoria,Yambio,2020-04-08,2020-05-04,2020-05-16,356.84,326.99,304.95,Working Capital,9,129.67,100.94,19.3,1.56,4.51,3.36,0.0,260.49,204.01,50.61,6.1,39.07,20.4,5.06,0.61,33.88,7.77,1.18,42.83,39.83,29.42,4.02,0.05,0.34,6.0,74,4,2020-05-31,defaulted,ICT,Mobile Money,South Sudan,SS
LN-RW-2025-884743,Stock purchase,refugee,RW-RW-2022-S3-U03517,2000-12-06,1,Eastern,Huye,2025-03-14,2025-03-25,2025-04-08,127.49,111.21,100.27,Asset Finance,24,81.84,53.34,13.39,0.49,0.0,14.62,0.0,49.9,46.93,13.49,3.8,0.0,0.0,0.0,0.0,10.0,1.12,0.16,11.28,9.34,6.11,2.71,0.48,0.0,0.04,0,0,2025-09-23,active,Hospitality and Tourism,Lodging,Rwanda,RW
LN-RW-2019-648487,Expansion,refugee,RW-RW-2022-S2-U00681,1993-05-03,2,Northern,Gasabo,2019-02-11,2019-02-21,2019-03-06,247.04,211.82,203.58,Seasonal Loan,6,180.5,139.16,36.91,1.92,0.0,2.51,0.0,89.14,64.41,20.71,5.58,0.0,0.0,0.0,0.0,33.93,9.6,0.93,44.46,39.42,31.98,4.34,1.19,0.0,1.91,0,0,2019-06-18,active,Agriculture,Dairy,Rwanda,RW
LN-KE-2021-951162,Emergency,host,KE-KE-2018-S2-U01324,1985-05-06,1,Central,Mombasa,2021-10-28,2021-11-11,2021-11-12,155.46,134.32,125.52,Working Capital,18,153.54,110.87,19.12,1.27,0.0,22.28,0.0,1.43,14.65,4.99,4.07,0.0,0.0,0.0,0.0,10.0,1.34,0.23,11.57,15.64,8.62,4.02,0.07,0.0,2.94,0,0,2022-02-04,closed,Professional Services,Consulting,Kenya,KE
LN-RW-2022-708030,Equipment,host,RW-RW-2020-S3-U01713,1990-11-14,3,Southern,Nyarugenge,2022-12-13,2022-12-16,2022-12-20,781.7,672.32,620.46,Emergency Loan,12,353.34,284.12,41.3,3.47,0.0,24.45,0.0,402.38,336.33,60.21,26.34,0.0,0.0,0.0,0.0,51.7,8.46,2.2,62.36,90.87,60.33,10.86,4.41,0.0,15.26,0,0,2023-05-13,active,Retail & Trade,Grocery,Rwanda,RW
LN-RW-2020-588467,Stock purchase,refugee,RW-RW-2024-S2-U04362,1967-11-03,2,Eastern,Huye,2020-08-05,2020-08-07,2020-08-18,145.2,123.08,115.38,Inventory Loan,24,34.93,26.7,7.35,0.5,0.53,0.0,0.0,120.33,88.69,26.07,3.69,18.05,8.87,2.61,0.37,10.0,1.39,0.18,11.57,10.62,7.75,3.35,0.53,0.12,0.0,49,2,2020-10-05,defaulted,Personal Services,Cleaning,Rwanda,RW
LN-ET-2019-212804,Expansion,host,ET-ET-2026-S3-U01907,1984-02-25,1,Amhara,Bole,2019-06-12,2019-06-18,2019-06-25,633.06,638.92,614.38,Inventory Loan,12,791.66,614.38,162.8,9.57,0.0,4.9,0.0,7.86,0.0,0.0,12.67,0.0,0.0,0.0,0.0,51.2,13.57,1.06,65.82,49.85,30.52,10.16,3.17,0.0,6.0,0,0,2019-10-15,closed,Agriculture,Poultry,Ethiopia,ET
LN-RW-2021-987472,Expansion,refugee,RW-RW-2024-S1-U02437,1981-01-14,3,Kigali City,Nyarugenge,2021-04-29,2021-05-28,2021-06-01,333.0,345.07,343.44,Asset Finance,18,382.38,307.41,28.71,0.29,0.0,45.97,0.0,6.96,36.04,5.9,10.99,0.0,0.0,0.0,0.0,19.08,1.92,0.61,21.61,27.96,21.39,5.77,1.21,0.0,0.0,0,0,2021-08-12,closed,ICT,Software Services,Rwanda,RW
LN-RW-2020-619871,Working capital,host,RW-RW-2024-S2-U02908,1987-06-22,2,Western,Musanze,2020-09-11,2020-09-30,2020-10-12,124.39,107.83,106.89,Working Capital,18,67.95,55.26,11.07,0.71,0.0,0.9,0.0,65.44,51.63,11.09,2.94,0.0,0.0,0.0,0.0,10.0,1.23,0.16,11.39,6.98,4.92,2.41,0.47,0.0,0.0,0,0,2020-11-02,active,Transport,Moto,Rwanda,RW
LN-ET-2024-521493,Rent/Utilities,refugee,ET-ET-2024-S3-U02855,1992-07-12,2,SNNPR,Hawassa,2024-06-08,2024-06-16,2024-06-18,222.41,223.0,217.63,Emergency Loan,6,55.66,41.51,9.18,0.47,2.1,2.4,0.0,236.83,176.12,53.27,7.85,35.52,17.61,5.33,0.78,36.27,10.41,1.66,48.34,59.34,40.67,9.92,3.4,1.01,4.34,42,1,2024-07-18,defaulted,Hospitality and Tourism,Lodging,Ethiopia,ET
LN-RW-2021-795316,Stock purchase,refugee,RW-RW-2024-S1-U03215,1991-01-22,2,Eastern,Rubavu,2021-06-11,2021-07-08,2021-07-11,381.35,347.47,345.37,Asset Finance,3,393.65,324.1,24.42,4.9,0.0,40.23,0.0,0.0,21.27,5.49,10.28,0.0,0.0,0.0,0.0,115.12,9.97,3.43,128.52,135.97,94.19,29.91,0.2,0.0,11.67,0,0,2021-08-22,closed,ICT,Cybercafe,Rwanda,RW
LN-ET-2022-483147,Expansion,refugee,ET-ET-2022-S1-U04328,2001-07-19,2,Tigray,Bahir Dar,2022-07-26,2022-07-27,2022-08-02,130.58,104.72,100.85,Seasonal Loan,6,84.09,69.81,16.36,0.11,0.63,0.0,0.0,41.11,31.04,6.53,0.68,6.17,3.1,0.65,0.07,16.81,3.81,0.22,20.84,21.9,15.29,6.47,0.12,0.45,0.0,8,3,2022-09-09,active,Professional Services,Repairs,Ethiopia,ET
LN-RW-2026-484756,Emergency,refugee,RW-RW-2018-S1-U04572,1993-10-01,3,Southern,Huye,2026-07-06,2026-07-16,2026-07-20,613.42,593.91,576.85,Working Capital,9,212.72,170.22,33.95,3.22,10.54,0.0,0.0,530.18,406.64,94.75,15.58,79.53,40.66,9.47,1.56,64.09,14.3,2.9,81.3,52.42,42.54,17.06,3.36,0.78,0.0,23,2,2026-09-04,active,Retail & Trade,Pharmacy,Rwanda,RW
