unique_id,survey_id,survey_date,age,gender,strata,client_location,nationality,education_level,business_sector,business_sub_sector,only_income_earner,number_of_people_reponsible,business_location,is_business_registered,has_access_to_finance_in_past_6months,have_bank_account,monthly_customer,kept_sales_record,bz_have_new_practices,practice_type,bz_have_new_product,new_product_type,job_created,revenue,hh_expense,nps_detractor,nps_passive,nps_promoter,satisfied_yes,satisfied_no,survey_name,has_started_business,why_not_started_business,bz_source_capital,did_you_buy_assets_in_the_past_6months,business_challenges,did_you_attended_all_training,does_training_increased_bz_skills,plan_after_program,risk_tier_1m,risk_tier_2m,risk_tier_3m,risk_score_1m,risk_score_2m,risk_score_3m,jobs_created_1m,jobs_created_2m,jobs_created_3m,jobs_lost_1m,jobs_lost_2m,jobs_lost_3m,revenue_1m,revenue_2m,revenue_3m,countrySpecific,country_code
U04035,RW-2026-S3,2026-03-14,25,Female,host,Nyabiheke Camp,Rwandan,Secondary,Personal Services,Cleaning,No,3,Nyarugenge,Yes,No,No,29.0,Yes,No,,Yes,Beauty,0,656.25,425.81,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.433249,0.417688,0.432133,0,0,0,0,0,0,621.95,640.46,662.2,Rwanda,RW
U04576,KE-2022-S1,2022-04-30,26,Male,refugee,Kakuma Camp,Kenyan,Diploma,Professional Services,Repairs,No,3,Kajiado,Yes,No,No,26.0,Yes,No,,No,,1,301.32,116.56,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.556647,0.580081,0.57474,0,0,0,1,1,1,299.15,299.15,338.11,Kenya,KE
U02584,KE-2019-S3,2019-12-22,34,Male,host,Nairobi,Kenyan,Secondary,Transport,Delivery,No,5,Nairobi,Yes,No,Yes,21.0,No,No,,No,,1,272.93,94.81,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.594239,0.561876,0.548075,0,0,0,0,0,0,279.02,281.67,308.5,Kenya,KE
U02682,ET-2024-S2,2024-09-23,38,Female,host,Shire Camp,Eritrean,Secondary,Professional Services,Hair Salon,No,6,Yeka,Yes,Yes,Yes,10.0,Yes,Yes,Supplier diversification,Yes,Repairs,1,282.6,158.79,0,0,1,1,0,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.293374,0.302331,0.298139,0,0,0,0,0,0,308.45,293.21,319.28,Ethiopia,ET
U01564,ET-2023-S1,2023-09-18,40,Female,refugee,Shire Camp,Ethiopian,TVET,Manufacturing,Furniture,Yes,2,Kirkos,No,No,Yes,25.0,No,Yes,Inventory,Yes,Soap,0,569.61,377.09,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.610799,0.61607,0.605411,0,1,1,0,0,0,576.6,599.66,608.55,Ethiopia,ET
U03834,RW-2022-S2,2022-11-29,37,Male,host,Mahama Camp,Congolese,Diploma,ICT,Device Repair,Yes,5,Rwamagana,No,No,Yes,13.0,No,No,,No,,0,695.47,450.05,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.589942,0.647936,0.678166,0,0,0,0,0,1,715.67,721.37,734.88,Rwanda,RW
U02556,SS-2019-S2,2019-11-23,31,Female,refugee,Gorom Camp,Sudanese,Secondary,Agriculture,Grains,No,3,Juba,Yes,No,Yes,48.0,Yes,No,,No,,0,421.04,192.41,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.574997,0.598796,0.603429,0,0,0,1,1,1,427.71,451.88,444.28,South Sudan,SS
U04545,KE-2019-S2,2019-09-28,31,Female,host,Kisumu,Somali,Primary,Personal Services,Cleaning,No,3,Kajiado,No,No,Yes,50.0,Yes,No,,No,,1,393.79,244.4,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.427188,0.472244,0.47017,0,0,0,0,0,0,379.65,426.27,463.73,Kenya,KE
U02022,ET-2023-S2,2023-06-20,38,Female,refugee,Bahir Dar,Somali,Bachelor,Personal Services,Childcare,No,4,Bahir Dar,Yes,No,No,17.0,No,Yes,Record keeping,Yes,Cleaning,0,674.92,259.04,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.649732,0.646335,0.646518,0,0,0,0,0,1,658.01,747.39,766.82,Ethiopia,ET
U04618,KE-2026-S3,2026-11-22,40,Male,host,Kakuma Camp,Kenyan,Secondary,Professional Services,Hair Salon,Yes,3,,,,,,,,,,,0,332.65,,1,0,0,1,0,Endline Survey,True,,Savings,False,Limited mobility,True,True,Continue training,LOW,LOW,LOW,0.271611,0.260553,0.241865,0,0,0,0,0,0,366.55,429.24,415.97,Kenya,KE
U02963,ET-2022-S2,2022-11-14,38,Male,host,Addis Ababa,Ethiopian,Primary,Professional Services,Repairs,Yes,3,,,,,,,,,,,0,464.0,,0,1,0,0,1,Baseline Survey,True,,Savings,False,High input costs,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.499921,0.42872,0.380051,0,0,0,0,0,0,482.83,507.34,523.54,Ethiopia,ET
U00907,RW-2026-S3,2026-04-08,49,Male,refugee,Kicukiro,Burundian,Bachelor,Hospitality and Tourism,Restaurant,No,3,,,,,,,,,,,1,241.82,,1,0,0,0,1,Endline Survey,False,Family responsibilities,Loan,False,Limited mobility,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.444092,0.447415,0.462874,0,0,0,0,0,0,254.84,238.43,212.83,Rwanda,RW
U01037,RW-2024-S2,2024-06-20,40,Male,refugee,Nyabiheke Camp,Congolese,Diploma,Hospitality and Tourism,Lodging,No,2,Rubavu,No,No,Yes,41.0,No,Yes,Record keeping,No,,1,276.49,84.42,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.63202,0.593926,0.563524,0,0,0,0,0,0,282.79,252.23,273.44,Rwanda,RW
U02834,RW-2025-S3,2025-05-19,26,Male,host,Nyarugenge,Rwandan,Postgraduate,Manufacturing,Furniture,No,6,Musanze,Yes,No,Yes,43.0,No,No,,No,,2,1769.6,1220.91,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.487844,0.4922,0.479582,0,0,0,0,0,0,1684.59,2013.1,1832.41,Rwanda,RW
U04745,RW-2024-S3,2024-01-04,42,Male,host,Gasabo,Rwandan,Secondary,Personal Services,Beauty,No,6,,,,,,,,,,,1,136.45,,1,0,0,0,1,Follow-up Survey,True,,Family support,True,Low demand,False,False,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.382464,0.380497,0.356546,1,1,1,0,0,1,136.55,148.54,143.2,Rwanda,RW
U01853,RW-2018-S1,2018-12-14,36,Female,host,Nyarugenge,Congolese,Primary,Personal Services,Laundry,No,3,,,,,,,,,,,0,262.64,,0,0,1,1,0,Baseline Survey,True,,Grant,True,Competition,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.487643,0.573721,0.600392,0,0,0,0,0,0,257.89,261.83,263.91,Rwanda,RW
U02631,ET-2025-S3,2025-12-22,37,Male,host,Mekelle,Eritrean,TVET,Construction,Carpentry,Yes,5,,,,,,,,,,,1,517.67,,0,0,1,1,0,Endline Survey,True,,Loan,False,Competition,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.406713,0.438038,0.441539,0,0,0,0,0,0,508.69,490.91,536.38,Ethiopia,ET
U00670,KE-2018-S3,2018-02-19,41,Male,refugee,Kakuma Camp,Somali,Secondary,Agriculture,Dairy,Yes,5,Nakuru,No,No,Yes,14.0,No,Yes,Record keeping,No,,1,436.28,179.01,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.653872,0.661917,0.675206,1,1,1,0,0,0,447.34,483.23,510.02,Kenya,KE
U02921,SS-2018-S2,2018-04-26,37,Male,host,Yambio,Sudanese,Primary,Retail & Trade,Grocery,Yes,2,Torit,Yes,Yes,Yes,20.0,No,Yes,Pricing,No,,1,1026.93,564.83,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.42286,0.432226,0.428642,0,1,1,0,0,2,1064.15,1000.55,1063.6,South Sudan,SS
U01790,RW-2026-S3,2026-04-28,27,Female,host,Mahama Camp,Congolese,Primary,Construction,Masonry,No,1,,,,,,,,,,,0,578.27,,0,0,1,1,0,Follow-up Survey,True,,Family support,False,Low demand,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.374548,0.399281,0.392578,0,0,0,0,0,1,585.13,638.13,610.81,Rwanda,RW
U00658,ET-2021-S1,2021-12-26,39,Male,refugee,Mekelle,Eritrean,Secondary,Construction,Masonry,No,7,Bahir Dar,Yes,Yes,Yes,6.0,Yes,Yes,Supplier diversification,Yes,Masonry,0,427.43,267.22,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.686017,0.648457,0.61436,0,0,0,0,1,1,458.07,455.84,440.53,Ethiopia,ET
U03788,RW-2026-S3,2026-05-18,38,Female,host,Gasabo,Burundian,Diploma,Retail & Trade,Phone Accessories,No,4,,,,,,,,,,,1,521.68,,1,0,0,1,0,Follow-up Survey,False,Lack of capital,Savings,False,High input costs,True,True,Expand idea,MEDIUM,MEDIUM,LOW,0.378459,0.355291,0.326444,0,0,0,0,0,0,509.43,561.33,548.33,Rwanda,RW
U01792,KE-2026-S3,2026-11-29,32,Male,refugee,Kakuma Camp,Somali,None,Professional Services,Tailoring,No,3,Nairobi,Yes,No,Yes,37.0,No,Yes,Record keeping,No,,0,355.27,177.8,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.592507,0.561937,0.569246,0,0,0,0,0,0,373.81,392.95,369.39,Kenya,KE
U02744,RW-2021-S1,2021-01-27,37,Female,host,Mahama Camp,Rwandan,Secondary,Hospitality and Tourism,Coffee Shop,Yes,4,,,,,,,,,,,0,722.37,,0,1,0,1,0,Baseline Survey,False,Family responsibilities,Loan,False,Security constraints,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.350187,0.373553,0.377423,0,0,0,0,0,0,745.75,806.85,793.24,Rwanda,RW
U03430,RW-2019-S3,2019-05-25,23,Female,refugee,Nyarugenge,Rwandan,TVET,ICT,Software Services,Yes,4,Gasabo,Yes,Yes,No,14.0,Yes,No,,Yes,Mobile Money,1,371.48,188.07,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.615151,0.648194,0.689599,0,0,0,0,1,1,356.86,411.2,430.01,Rwanda,RW
U00841,RW-2023-S2,2023-08-10,34,Male,refugee,Nyabiheke Camp,Congolese,Secondary,Personal Services,Cleaning,No,6,Gasabo,No,Yes,Yes,22.0,Yes,No,,No,,3,578.18,336.68,1,0,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.463117,0.492109,0.501745,0,0,1,0,0,0,618.3,600.97,617.54,Rwanda,RW
U04943,ET-2025-S3,2025-06-20,36,Male,host,Mekelle,Ethiopian,TVET,Manufacturing,Soap,No,4,Mekelle,No,Yes,Yes,17.0,Yes,No,,No,,1,1051.02,703.63,0,0,1,1,0,Baseline Survey,True,,,,,,,,LOW,MEDIUM,MEDIUM,0.339148,0.360888,0.37309,1,1,1,0,0,0,1187.48,1175.51,1226.35,Ethiopia,ET
U03682,KE-2026-S1,2026-09-26,32,Male,host,Nairobi,South Sudanese,Primary,Professional Services,Tailoring,No,3,Kisumu,No,Yes,No,26.0,No,Yes,Inventory,No,,0,419.03,190.76,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.45701,0.508128,0.510104,0,0,0,1,1,1,425.15,414.95,371.94,Kenya,KE
U01727,KE-2020-S1,2020-01-30,22,Female,refugee,Nairobi,Kenyan,Primary,Agriculture,Poultry,No,2,,,,,,,,,,,2,791.23,,0,0,1,1,0,Baseline Survey,True,,Community group,False,Competition,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.418199,0.439789,0.456253,0,0,0,0,0,0,818.1,770.48,798.67,Kenya,KE
U02843,KE-2025-S3,2025-11-02,43,Male,host,Kisumu,Kenyan,Primary,Manufacturing,Soap,Yes,4,,,,,,,,,,,0,730.04,,0,0,1,1,0,Endline Survey,True,,Grant,False,Low demand,True,False,Start business,LOW,LOW,LOW,0.320007,0.312917,0.293504,0,0,0,0,0,0,822.06,827.8,1041.56,Kenya,KE
U01609,ET-2026-S1,2026-07-30,22,Female,refugee,Jijiga,Ethiopian,TVET,Construction,Masonry,Yes,5,Hawassa,Yes,No,No,31.0,No,No,,No,,0,192.79,95.81,1,0,0,1,0,Baseline Survey,True,,,,,,,,HIGH,MEDIUM,MEDIUM,0.754725,0.695086,0.638158,0,0,0,0,0,1,183.93,145.55,132.69,Ethiopia,ET
U00715,ET-2023-S2,2023-12-09,25,Female,host,Addis Ababa,Ethiopian,Secondary,Professional Services,Hair Salon,No,6,,,,,,,,,,,0,903.62,,0,0,1,1,0,Follow-up Survey,True,,Family support,True,Limited mobility,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.420761,0.471647,0.499801,0,0,0,1,1,1,929.05,861.04,853.21,Ethiopia,ET
U04243,SS-2026-S3,2026-12-19,20,Male,host,Gorom Camp,Congolese,Primary,Construction,Paint,No,3,,,,,,,,,,,2,681.61,,0,1,0,1,0,Follow-up Survey,False,Market uncertainty,Savings,True,High input costs,True,True,Join cooperative,LOW,LOW,LOW,0.342963,0.300882,0.273501,0,0,0,0,1,1,657.95,683.31,703.39,South Sudan,SS
U04063,ET-2022-S1,2022-09-14,28,Male,host,Addis Ababa,Ethiopian,Diploma,Retail & Trade,Clothing,No,4,Bole,No,No,Yes,20.0,No,Yes,Inventory,No,,1,842.86,282.71,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.462775,0.439965,0.403351,0,0,0,0,0,0,887.76,860.43,731.3,Ethiopia,ET
U02853,SS-2022-S1,2022-01-24,32,Male,refugee,Juba,Sudanese,Primary,Transport,Moto,No,6,Juba,No,No,Yes,23.0,No,No,,No,,0,106.45,40.1,0,0,1,1,0,Endline Survey,True,,,,,,,,HIGH,HIGH,MEDIUM,0.713637,0.70454,0.696092,0,0,0,0,0,1,91.95,93.52,72.57,South Sudan,SS
U04474,RW-2025-S2,2025-11-18,48,Male,refugee,Nyarugenge,Rwandan,TVET,Retail & Trade,Pharmacy,No,9,Musanze,No,Yes,Yes,8.0,Yes,No,,No,,1,1070.75,339.99,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.487303,0.452556,0.448072,0,0,1,1,1,1,1048.07,946.1,926.25,Rwanda,RW
U03432,SS-2023-S2,2023-10-16,27,Male,refugee,Yambio,Congolese,Secondary,ICT,Mobile Money,No,3,Juba,No,No,No,23.0,No,No,,No,,1,513.24,339.49,0,1,0,1,0,Baseline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.803172,0.815876,0.825412,0,0,0,0,0,1,497.85,460.1,432.89,South Sudan,SS
U00447,ET-2023-S3,2023-03-31,40,Female,host,Shire Camp,Ethiopian,Primary,Retail & Trade,Grocery,Yes,1,Kirkos,Yes,Yes,No,28.0,Yes,Yes,Record keeping,No,,0,1052.73,520.28,0,0,1,0,1,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.28526,0.27298,0.288887,0,0,0,0,0,0,1169.0,1206.0,1497.64,Ethiopia,ET
U02553,RW-2024-S1,2024-04-25,50,Male,host,Nyarugenge,Burundian,Diploma,Personal Services,Beauty,No,3,,,,,,,,,,,2,617.69,,0,0,1,1,0,Endline Survey,False,Family responsibilities,Grant,False,Security constraints,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.3634,0.387275,0.399946,0,0,0,0,0,0,572.68,617.36,578.6,Rwanda,RW
U00970,ET-2019-S3,2019-07-04,27,Female,refugee,Addis Ababa,Eritrean,Primary,Retail & Trade,Pharmacy,No,6,Bole,No,No,Yes,48.0,No,No,,No,,1,300.09,147.32,0,1,0,1,0,Baseline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.737761,0.804087,0.847367,0,0,1,0,0,0,303.2,291.87,271.09,Ethiopia,ET
U03302,KE-2023-S2,2023-10-10,24,Male,refugee,Kakuma Camp,Kenyan,Bachelor,Manufacturing,Crafts,Yes,4,Kisumu,No,No,No,35.0,No,No,,No,,0,533.38,302.97,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.664043,0.617305,0.604802,0,0,0,0,1,1,543.87,555.07,526.03,Kenya,KE
U00937,RW-2020-S1,2020-05-15,29,Male,host,Kicukiro,Congolese,Bachelor,Retail & Trade,Clothing,No,5,Huye,No,Yes,No,13.0,Yes,No,,No,,0,373.78,106.14,0,1,0,1,0,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.251641,0.223359,0.217092,0,0,0,1,1,1,372.78,382.51,417.51,Rwanda,RW
U01656,KE-2025-S2,2025-02-22,32,Female,host,Kisumu,Somali,Diploma,Retail & Trade,Pharmacy,No,4,Nairobi,No,Yes,No,24.0,Yes,No,,No,,0,537.76,196.24,0,1,0,1,0,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.302261,0.286095,0.276896,0,0,0,0,0,0,570.41,635.02,597.01,Kenya,KE
U04234,RW-2025-S3,2025-05-14,24,Female,refugee,Nyabiheke Camp,Burundian,Secondary,Personal Services,Childcare,No,3,Nyarugenge,Yes,No,No,37.0,No,No,,Yes,Cleaning,2,674.2,412.65,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.468188,0.464735,0.486443,0,0,0,0,0,0,682.11,706.81,715.8,Rwanda,RW
U02834,ET-2020-S1,2020-07-07,39,Female,refugee,Shire Camp,Ethiopian,Diploma,Construction,Hardware,No,3,,,,,,,,,,,0,339.91,,0,1,0,1,0,Baseline Survey,True,,Loan,False,High input costs,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.465035,0.425338,0.397867,1,1,1,0,0,0,350.09,346.54,351.51,Ethiopia,ET
U02156,SS-2021-S1,2021-11-19,37,Female,host,Juba,South Sudanese,None,Agriculture,Poultry,No,3,,,,,,,,,,,1,290.77,,0,0,1,1,0,Baseline Survey,False,Lack of capital,Grant,False,Limited mobility,True,True,Expand idea,LOW,MEDIUM,MEDIUM,0.316039,0.361502,0.40921,0,0,0,0,1,1,297.92,316.17,333.74,South Sudan,SS
U02468,SS-2023-S1,2023-05-14,33,Female,refugee,Yambio,Sudanese,Secondary,Retail & Trade,Grocery,No,3,Yambio,No,No,Yes,19.0,Yes,No,,No,,2,165.86,82.86,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.473352,0.481168,0.480052,0,0,0,0,0,0,177.6,182.37,189.11,South Sudan,SS
U02812,RW-2021-S2,2021-05-31,21,Male,host,Mahama Camp,Rwandan,Diploma,Transport,Delivery,No,3,Rwamagana,Yes,No,Yes,37.0,Yes,Yes,Pricing,No,,0,969.5,603.32,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.423201,0.415453,0.408789,0,1,1,1,1,1,1030.63,951.91,1040.15,Rwanda,RW
U03005,ET-2020-S2,2020-10-13,35,Female,host,Bahir Dar,Ethiopian,Diploma,Retail & Trade,Grocery,No,5,Mekelle,No,No,No,47.0,No,Yes,Supplier diversification,No,,0,375.53,141.1,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.531296,0.425132,0.384618,0,0,0,0,0,0,375.52,351.2,347.33,Ethiopia,ET
U01654,ET-2019-S3,2019-03-15,30,Male,host,Addis Ababa,Somali,Primary,Hospitality and Tourism,Restaurant,Yes,3,Bahir Dar,Yes,No,No,37.0,Yes,No,,Yes,Coffee Shop,0,394.79,161.07,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.542306,0.547959,0.543127,0,0,0,0,0,0,438.07,430.1,465.77,Ethiopia,ET
U01107,KE-2022-S3,2022-03-15,36,Female,refugee,Kakuma Camp,South Sudanese,Postgraduate,Personal Services,Beauty,Yes,3,Nairobi,No,Yes,Yes,50.0,No,No,,No,,0,123.64,66.2,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.613927,0.546462,0.522866,0,0,0,1,1,1,124.86,127.85,115.61,Kenya,KE
U01859,RW-2024-S1,2024-08-31,28,Female,refugee,Kicukiro,Congolese,Secondary,Transport,Delivery,Yes,2,Rwamagana,Yes,No,Yes,16.0,Yes,No,,No,,0,559.81,164.66,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.554919,0.566022,0.562202,0,0,0,0,0,0,518.62,526.11,539.72,Rwanda,RW
U03909,SS-2025-S2,2025-05-16,21,Female,refugee,Torit,South Sudanese,Secondary,Professional Services,Tailoring,No,3,Torit,Yes,No,No,23.0,Yes,Yes,Record keeping,No,,0,294.71,142.68,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.604278,0.549374,0.491795,0,0,0,0,0,0,314.34,309.55,294.8,South Sudan,SS
U01343,ET-2023-S2,2023-02-23,33,Female,host,Shire Camp,Ethiopian,Diploma,Personal Services,Cleaning,Yes,3,Mekelle,No,No,No,31.0,No,Yes,Pricing,No,,1,943.61,459.08,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.460533,0.461622,0.482871,0,0,0,0,0,0,1003.29,983.13,1057.38,Ethiopia,ET
U02446,SS-2022-S1,2022-05-16,18,Female,refugee,Yambio,Sudanese,None,Hospitality and Tourism,Catering,No,5,Torit,No,No,No,14.0,No,Yes,Marketing,Yes,Lodging,0,519.36,300.77,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.690824,0.643594,0.637922,0,0,0,0,0,2,442.44,372.22,314.75,South Sudan,SS
U00625,KE-2026-S3,2026-08-31,34,Female,refugee,Dadaab Camp,Somali,TVET,Hospitality and Tourism,Catering,Yes,3,Mombasa,No,Yes,Yes,13.0,Yes,No,,No,,1,464.07,314.29,0,0,1,1,0,Follow-up Survey,True,,,,,,,,LOW,LOW,LOW,0.321873,0.262442,0.249057,0,1,1,0,1,2,494.3,520.82,522.7,Kenya,KE
U02812,RW-2024-S3,2024-01-02,18,Male,host,Nyarugenge,Congolese,TVET,Transport,Logistics,No,4,,,,,,,,,,,1,364.08,,0,1,0,1,0,Follow-up Survey,True,,Grant,False,Limited mobility,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.377455,0.403558,0.4212,0,0,0,0,0,0,369.13,417.34,391.3,Rwanda,RW
U03504,KE-2025-S2,2025-04-29,34,Female,host,Kakuma Camp,Somali,Bachelor,Hospitality and Tourism,Coffee Shop,No,2,Nakuru,Yes,No,Yes,45.0,Yes,Yes,Supplier diversification,Yes,Restaurant,1,281.26,127.63,0,0,1,1,0,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.330247,0.32809,0.304368,0,0,0,0,0,0,331.94,342.37,367.95,Kenya,KE
U04400,ET-2026-S3,2026-12-15,28,Male,refugee,Shire Camp,Somali,Primary,Retail & Trade,Pharmacy,Yes,3,Hawassa,Yes,No,No,28.0,Yes,No,,Yes,Phone Accessories,1,671.08,219.44,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.652846,0.632336,0.620288,0,0,0,0,1,1,690.36,652.05,657.84,Ethiopia,ET
U04079,SS-2024-S2,2024-01-27,33,Male,host,Gorom Camp,South Sudanese,Diploma,Transport,Moto,No,6,Yambio,Yes,No,No,8.0,Yes,Yes,Supplier diversification,Yes,Logistics,1,441.79,244.35,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.533851,0.47239,0.435907,0,0,0,0,0,1,460.35,436.34,457.47,South Sudan,SS
U02638,ET-2025-S1,2025-06-03,36,Male,host,Shire Camp,Eritrean,TVET,Personal Services,Cleaning,No,4,Bahir Dar,Yes,Yes,Yes,51.0,Yes,No,,No,,1,325.97,102.27,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.364801,0.323805,0.304268,0,0,0,0,0,0,332.32,292.54,331.1,Ethiopia,ET
U03139,ET-2025-S2,2025-12-09,38,Male,host,Bahir Dar,Somali,None,Transport,Moto,Yes,4,Kirkos,Yes,Yes,Yes,19.0,No,Yes,Inventory,No,,0,389.23,186.92,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.442904,0.481996,0.501755,0,0,0,0,0,0,351.53,363.63,392.0,Ethiopia,ET
U01550,ET-2019-S1,2019-10-19,40,Female,host,Mekelle,Somali,Secondary,Hospitality and Tourism,Catering,No,2,Mekelle,No,No,Yes,9.0,No,Yes,Supplier diversification,No,,3,492.46,215.24,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.405652,0.451976,0.466846,0,0,0,0,0,0,462.26,522.94,496.04,Ethiopia,ET
U01610,KE-2019-S2,2019-01-06,37,Male,host,Kisumu,South Sudanese,Diploma,Personal Services,Laundry,No,3,,,,,,,,,,,0,849.9,,0,0,1,1,0,Follow-up Survey,False,Lack of capital,Grant,False,Limited mobility,True,True,Expand idea,MEDIUM,MEDIUM,LOW,0.365992,0.371102,0.347953,0,0,1,0,0,0,900.97,939.25,1022.71,Kenya,KE
U03473,RW-2024-S2,2024-10-03,27,Female,host,Nyabiheke Camp,Burundian,Bachelor,Personal Services,Beauty,No,5,Kicukiro,No,No,Yes,36.0,No,No,,No,,0,282.32,188.48,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.488467,0.449157,0.439256,0,0,0,0,0,0,303.03,285.7,309.75,Rwanda,RW
U00441,SS-2025-S3,2025-04-28,30,Female,refugee,Torit,South Sudanese,Diploma,Hospitality and Tourism,Catering,No,6,Juba,Yes,Yes,No,15.0,No,No,,No,,1,704.64,256.32,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.605648,0.55906,0.531892,0,0,0,0,1,1,661.72,631.38,622.46,South Sudan,SS
U04519,SS-2018-S3,2018-07-18,42,Male,host,Gorom Camp,South Sudanese,TVET,Hospitality and Tourism,Restaurant,Yes,3,Juba,No,Yes,Yes,22.0,No,Yes,Inventory,No,,0,515.79,182.11,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.59132,0.581959,0.59752,0,0,0,0,0,0,554.26,492.4,572.25,South Sudan,SS
U00949,RW-2021-S1,2021-10-25,35,Male,refugee,Mahama Camp,Burundian,Secondary,Transport,Logistics,No,3,,,,,,,,,,,0,466.78,,0,0,1,1,0,Follow-up Survey,True,,Savings,True,High input costs,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.589088,0.591472,0.56308,0,0,0,0,0,0,454.79,428.08,425.26,Rwanda,RW
